PackageName,KnownBadVersion,ThreatDescription,Source
sort-by-distance,2.0.1,ShaiHulud,KOI
south-african-id-info,1.0.2,ShaiHulud,KOI
stat-fns,1.0.1,ShaiHulud,KOI
stoor,2.3.2,ShaiHulud,KOI
sufetch,0.4.1,ShaiHulud,KOI
super-commit,1.0.1,ShaiHulud,KOI
svelte-autocomplete-select,1.1.1,ShaiHulud,KOI
svelte-toasty,1.1.2,ShaiHulud,KOI
svelte-toasty,1.1.3,ShaiHulud,KOI
tanstack-shadcn-table,1.1.5,ShaiHulud,KOI
tavily-module,1.0.1,ShaiHulud,KOI
tcsp,2.0.2,ShaiHulud,KOI
tcsp-draw-test,1.0.5,ShaiHulud,KOI
tcsp-test-vd,2.4.4,ShaiHulud,KOI
template-lib,1.1.3,ShaiHulud,KOI
template-lib,1.1.4,ShaiHulud,KOI
template-micro-service,1.0.2,ShaiHulud,KOI
template-micro-service,1.0.3,ShaiHulud,KOI
tenacious-fetch,2.3.2,ShaiHulud,KOI
tenacious-fetch,2.3.3,ShaiHulud,KOI
test-foundry-app,1.0.1,ShaiHulud,KOI
test-foundry-app,1.0.2,ShaiHulud,KOI
test-foundry-app,1.0.3,ShaiHulud,KOI
test-foundry-app,1.0.4,ShaiHulud,KOI
test-hardhat-app,1.0.1,ShaiHulud,KOI
test-hardhat-app,1.0.2,ShaiHulud,KOI
test-hardhat-app,1.0.3,ShaiHulud,KOI
test-hardhat-app,1.0.4,ShaiHulud,KOI
test23112222-api,1.0.1,ShaiHulud,KOI
tiaan,1.0.2,ShaiHulud,KOI
tiptap-shadcn-vue,0.2.1,ShaiHulud,KOI
token.js-fork,0.7.32,ShaiHulud,KOI
toonfetch,0.3.2,ShaiHulud,KOI
trigo-react-app,4.1.2,ShaiHulud,KOI
ts-relay-cursor-paging,2.1.1,ShaiHulud,KOI
typeface-antonio-complete,1.0.5,ShaiHulud,KOI
typefence,1.2.2,ShaiHulud,KOI
typefence,1.2.3,ShaiHulud,KOI
typeorm-orbit,0.2.27,ShaiHulud,KOI
unadapter,0.1.3,ShaiHulud,KOI
undefsafe-typed,1.0.4,ShaiHulud,KOI
unemail,0.3.1,ShaiHulud,KOI
uniswap-router-sdk,1.6.2,ShaiHulud,KOI
uniswap-smart-order-router,3.16.26,ShaiHulud,KOI
uniswap-test-sdk-core,4.0.8,ShaiHulud,KOI
unsearch,0.0.3,ShaiHulud,KOI
uplandui,0.5.4,ShaiHulud,KOI
upload-to-play-store,1.0.1,ShaiHulud,KOI
upload-to-play-store,1.0.2,ShaiHulud,KOI
url-encode-decode,1.0.1,ShaiHulud,KOI
url-encode-decode,1.0.2,ShaiHulud,KOI
use-unsaved-changes,1.0.9,ShaiHulud,KOI
v-plausible,1.2.1,ShaiHulud,KOI
valid-south-african-id,1.0.3,ShaiHulud,KOI
valuedex-sdk,3.0.5,ShaiHulud,KOI
vf-oss-template,1.0.1,ShaiHulud,KOI
vf-oss-template,1.0.2,ShaiHulud,KOI
vf-oss-template,1.0.3,ShaiHulud,KOI
victoria-wallet-constants,0.1.1,ShaiHulud,KOI
victoria-wallet-constants,0.1.2,ShaiHulud,KOI
victoria-wallet-core,0.1.1,ShaiHulud,KOI
victoria-wallet-core,0.1.2,ShaiHulud,KOI
victoria-wallet-type,0.1.1,ShaiHulud,KOI
victoria-wallet-type,0.1.2,ShaiHulud,KOI
victoria-wallet-utils,0.1.1,ShaiHulud,KOI
victoria-wallet-utils,0.1.2,ShaiHulud,KOI
victoria-wallet-validator,0.1.1,ShaiHulud,KOI
victoria-wallet-validator,0.1.2,ShaiHulud,KOI
victoriaxoaquyet-wallet-core,0.2.1,ShaiHulud,KOI
victoriaxoaquyet-wallet-core,0.2.2,ShaiHulud,KOI
vite-plugin-httpfile,0.2.1,ShaiHulud,KOI
vue-browserupdate-nuxt,1.0.5,ShaiHulud,KOI
wallet-evm,0.3.1,ShaiHulud,KOI
wallet-evm,0.3.2,ShaiHulud,KOI
wallet-type,0.1.1,ShaiHulud,KOI
wallet-type,0.1.2,ShaiHulud,KOI
web-scraper-mcp,1.1.4,ShaiHulud,KOI
web-types-htmx,0.1.1,ShaiHulud,KOI
web-types-lit,0.1.1,ShaiHulud,KOI
webpack-loader-httpfile,0.2.1,ShaiHulud,KOI
wellness-expert-ng-gallery,5.1.1,ShaiHulud,KOI
wenk,1.0.10,ShaiHulud,KOI
wenk,1.0.9,ShaiHulud,KOI
zapier-async-storage,1.0.1,ShaiHulud,KOI
zapier-async-storage,1.0.2,ShaiHulud,KOI
zapier-async-storage,1.0.3,ShaiHulud,KOI
zapier-platform-cli,18.0.2,ShaiHulud,KOI
zapier-platform-cli,18.0.3,ShaiHulud,KOI
zapier-platform-cli,18.0.4,ShaiHulud,KOI
zapier-platform-core,18.0.2,ShaiHulud,KOI
zapier-platform-core,18.0.3,ShaiHulud,KOI
zapier-platform-core,18.0.4,ShaiHulud,KOI
zapier-platform-legacy-scripting-runner,4.0.2,ShaiHulud,KOI
zapier-platform-legacy-scripting-runner,4.0.3,ShaiHulud,KOI
zapier-platform-legacy-scripting-runner,4.0.4,ShaiHulud,KOI
zapier-platform-schema,18.0.2,ShaiHulud,KOI
zapier-platform-schema,18.0.3,ShaiHulud,KOI
zapier-platform-schema,18.0.4,ShaiHulud,KOI
zapier-scripts,7.8.3,ShaiHulud,KOI
zapier-scripts,7.8.4,ShaiHulud,KOI
zuper-cli,1.0.1,ShaiHulud,KOI
zuper-sdk,1.0.57,ShaiHulud,KOI
zuper-stream,2.0.9,ShaiHulud,KOI
